Sagitta gasellae			Pseudosagitta gazellae	Animalia | Chaetognatha | Sagittoidea | Aphragmophora | Sagittidae | Pseudosagitta | Pseudosagitta gazellae	IRMNG:11063486	Pakhomov, E.A. and S.A. Pankratov. 1992. Feeding of juvenile notothenioid fishes of the Indian Ocean sector of the Antarctic. J. Ichthyol. 32(1):28-37.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagitta gasellae			Pseudosagitta gazellae	Biota | Animalia | Chaetognatha | Sagittoidea | Aphragmophora | Sagittidae | Pseudosagitta | Pseudosagitta gazellae	WORMS:266258	Pakhomov, E.A. and S.A. Pankratov. 1992. Feeding of juvenile notothenioid fishes of the Indian Ocean sector of the Antarctic. J. Ichthyol. 32(1):28-37.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagitta gasellae			Sagitta gazellae	 | Eukaryota | Opisthokonta | Metazoa | Eumetazoa | Bilateria | Deuterostomia | Chaetognatha | Sagittoidea | Aphragmophora | Ctenodontina | Sagittidae | Sagitta | Sagitta gazellae	NCBI:52898	Pakhomov, E.A. and S.A. Pankratov. 1992. Feeding of juvenile notothenioid fishes of the Indian Ocean sector of the Antarctic. J. Ichthyol. 32(1):28-37.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	 | Eukaryota | Viridiplantae | Streptophyta | Streptophytina | Embryophyta | Tracheophyta | Euphyllophyta | Spermatophyta | Magnoliophyta | Mesangiospermae | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	NCBI:4451	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Magnoliophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	IRMNG:10690562	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Tracheophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	GBIF:5328882	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Tracheophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	GBIF:7772573	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Tracheophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	GBIF:7884542	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Tracheophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	GBIF:8125831	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Tracheophyta | Liliopsida | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	INAT_TAXON:69814	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sagittaria sigittifolia			Sagittaria sagittifolia	Plantae | Viridiplantae | Streptophyta | Embryophyta | Tracheophyta | Spermatophytina | Magnoliopsida | Lilianae | Alismatales | Alismataceae | Sagittaria | Sagittaria sagittifolia	ITIS:38931	Opuszynski, K. 1972. Use of phytophagous fish to control aquatic plants. Aquaculture 1(1):61-74.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Salmo fario	FBC:FB:SPECCODE:2083					Ferriz, R.A. 1989. Alimentacion de <i>Percichthys colhuapiensis</i> (Mac Donagh, 1955) y <i>P. trucha</i> (Girard 1854) (Osteichthyes, Percichthyidae), en el embaise Ramos Mexia, Provincia del Neuquen, Argentina. Iheringia. Sér. Zool., Porto Alegre (69) :109-116.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Salpae						Linkowski, T.B., P. Presler and C. Zukowski. 1983. Food habits of nototheniid fishes (Nototheniidae) in Admiralty Bay (King George Island, South Shetland Islands). Pol. Polar Res. 4 (1-4):79-95.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Salpae						Tarverdiyeva, M.I. and I.A. Pinskaya. 1980. The feeding of fishes of the families Nototheniidae and Chaenichthyidae on the shelves of the Antatrctic Peninsula and the South Shetlands. J. Ichthyol. 20(4):50-59.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Bowman, R.E., C.E. Stillwell, W.L. Michaels and M.D. Grosslein. 2000. Food of northwest Atlantic fishes and two common species of squid. NOAA Tech. Memo. NMFS-NE 155, 138 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Branco, J.O., M.J. Lunardon-Branco and J.R. Verani. 2005. Aspectos biológicos e pesqueiros de <i>Paralonchorus brasiliensis</i> Steindachner, (Pisces, Sciaenidae), na Armação do Itapocoroy, Penha, Santa Catarina, Brasil. Rev. Bras. Zool. 22(4):1063-1071.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand (coarse grains)						Stiassny, M.L.J. 1989. A taxonomic revision of the African genus <i>Tylochromis</i> (Labroidei, Cichlidae); whith notes on the anatomy and relationships of the group. Ann. Mus. R. Afr. Cent. Ser. 8, Sci. Zool., 258:1-161.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Costa, T.L.M., A.L. Vasconcelos Filho and E.M.B.G. Viana. 1987. Aspectos gerais sobre a alimentação do cangulo, <i>Balistes vetula</i> Linnaeus, 1758 (Pisces, Balistidae), no estado de Pernambuco, Brasil. Revista Brasileira de Zoologia, 4(2):71-88.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand-dwelling invertebrates						Kuiter, R.H. and T. Tonozuka. 2001. Pictorial guide to Indonesian reef fishes. Part 1. Eels- Snappers, Muraenidae - Lutjanidae. Zoonetics, Australia. 1-302.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sandeels						Greenstreet, S.P.R. 1996. Estimation of the daily consumption of food by fish in the North Sea in each quarter of the year. Scottish Fish. Res. Rep. No. 55.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sandeels						Greenstreet, S.P.R. 1996. Estimation of the daily consumption of food by fish in the North Sea in each quarter of the year. Scottish Fish. Res. Rep. No. 55.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand grains and mud						Stiassny, M.L.J. 1989. A taxonomic revision of the African genus <i>Tylochromis</i> (Labroidei, Cichlidae); whith notes on the anatomy and relationships of the group. Ann. Mus. R. Afr. Cent. Ser. 8, Sci. Zool., 258:1-161.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand grains						Bennett, D.E. and R.S. Wydoski. 1977. Biology of the redtail surfperch (<i>Amphistichus rhodoterus</i>) from the central Oregon coast. Washington : United States Dept. of the Interior, Fish and Wildlife Service, 33 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand grains						Vasconcelos Filho, A.L., S. Neumann-Leitão, M. Ramos-Porto and Z.S. de Almeida. 2007. Biologia alimentar de <i>Citharichthys spilopterus</i> (Paralichthyidae) em um estuário tropical, Pernambuco, Brasil. Rev. Bras. Enga. Pesca 2(2):6-12.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Hahn, N.S., V.L. Almeida and K.D.G. Luz. 1997. Alimentação e ciclo alimentar diário de <i>Holoplosternum littorale</i> (Hancock) (Siluriformes, Callichthyidae) nas lagoas Guaraná e Patos da planície do Alto Rio Paraná, Brasil. Revista Brasileira de Zoologia, 14(1):57-64.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand						Lavenberg, R.J. and M. Chernoff. 1995. Atherinidae. Pejerreyes. p. 889-901. In W. Fischer, F. Krupp, W. Schneider, C. Sommer, K.E. Carpenter and V. Niem (eds.) Guia FAO para Identification de Especies para lo Fines de la Pesca. Pacifico Centro-Oriental. 3 Vols. FAO, Rome.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Lunardon-Branco, M.J. and J.O. Branco. 2003. Alimentação natural de <i>Etropus crossotus</i> Jordan & Gilbert (Teleostei, Pleuronectiformes, Paralichthyidae), na Armação do Itapocoroy, Penha, Santa Catarina, Brasil. Revista Brasileira de Zoologia, 22(4):1063-1071.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand						Matthes, H. 1964. Les poissons du lac Tumba et de la région d'Ikela. Étude systématique et écologique. Ann. Mus. R. Afr. Centr., série in-8°, Sci. Zool. 126:204 p.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Matthes, H. 1968. The food of <i>Tilapia mortimeri</i> Trewavas (syn. <i>T. mossambica</i>) in Lake Kariba. Fish. Res. Bull. Zambia 4:47-49.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand, mud and detrital vegetable debris						Stiassny, M.L.J. 1989. A taxonomic revision of the African genus <i>Tylochromis</i> (Labroidei, Cichlidae); whith notes on the anatomy and relationships of the group. Ann. Mus. R. Afr. Cent. Ser. 8, Sci. Zool., 258:1-161.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand (muddy)						Kawakami, E. and G. Vazzoler. 1980. Método gráfico e estimativa de índice alimentar aplicado no estudo de alimentação de peixes. Boletim do Instituto de Oceanografia, 29(2):205-207.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Rodrigues, L.F. and M.A. Bemvenuti. 2001. Hábito alimentar e osteologia da boca do peixe-rei, <i>Odontesthes humensis</i> de Buen (Atheriniformes, Atherinopsidae) na Lagoa Mirim, Rio Grande do Sul, Brasil. Revista Brasileira de Zoologia, 18(3):793-802.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand						Sano, M. and J.T. Moyer. 1985. Bathymetric distribution and feeding habits of two sympatric cheilodactylid fishes at Miyake-jima, Japan. Jap. J. Ichthyol. 32(2):239-247.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Santos, A.C.A. and F.G. Araújo. 1997. Hábitos alimentares de três espécies de Gerreidae (Osteichthyes, Perciformes) na Baía de Sepetiba, RJ. Arquivos de Biologia e Tecnologia, 40(2):359-368.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Shibatta, A.O. and T.S. Bennemann. 2003. Plasticidade alimentar em <i>Rivulus pictus</i> Costa (Osteichthtyes, Cyprinodontiformes, Rivulidae) de uma pequena lagoa em Brasília, Distrito Federal, Brasil. Revista Brasileira de Zoologia, 20(4):615-618.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sand						Turner, G.F. and R.L. Robinson. 1991. Ecology, morphology and taxonomy of the Lake Malawy <i>Oreochromis (Nyasalapia)</i> species flock. Ann. Mus. R. Afr. Centr., Sc. Zool., 262:23-28.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
sand						Turner, G.F., A.S. Grimm, O.K. Mhone, R.L. Robinson and T.J. Pitcher. 1991. The diet of <i>Oreochromis lidole</i> (Trewavas) and other chambo species in Lakes Malawi and Malombe. J. Fish Biol. 39(1):15-24.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sandy mud particles						Carey, T.G. 1968. Feeding Habits of some Fishes in the Kafue River. Fish. Res. Bull. Zambia 4:105-109.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Saphirina sp.						Tudela, S. and I. Palomera. 1997. Tropic ecology of the European anchovy <i>Engraulis encrasicolus</i> in the Catalan Sea (northwest Mediterranean). Mar. Ecol. Prog. Ser. 160:121-134.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sardinops pilchardus			Sardinops	Animalia | Bilateria | Deuterostomia | Chordata | Vertebrata | Gnathostomata | Osteichthyes | Actinopterygii | Neopterygii | Teleostei | Clupeomorpha | Clupeiformes | Clupeoidei | Clupeidae | Clupeinae | Sardinops	ITIS:161728	Edgar, G.J. and C. Shaw. 1995. The production and tropic ecology of shallow-water fish assemblages in Southern Australia. II. Diets of fishes and tropic relationships between fishes and benthos at Western Port, Victoria. J. Exp. Mar. Biol. Ecol. 194:83-106.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sardinops pilchardus			Sardinops	Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sardinops	GBIF:2412582	Edgar, G.J. and C. Shaw. 1995. The production and tropic ecology of shallow-water fish assemblages in Southern Australia. II. Diets of fishes and tropic relationships between fishes and benthos at Western Port, Victoria. J. Exp. Mar. Biol. Ecol. 194:83-106.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
Sardinops pilchardus			Sardinops	Animalia | Chordata | Actinopterygii | Clupeiformes | Clupeidae | Sardinops	IRMNG:1304049	Edgar, G.J. and C. Shaw. 1995. The production and tropic ecology of shallow-water fish assemblages in Southern Australia. II. Diets of fishes and tropic relationships between fishes and benthos at Western Port, Victoria. J. Exp. Mar. Biol. Ecol. 194:83-106.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
