jewel squids						Newton, G.M. and S. Burnell. 1989. 'Roughy rush' in the Great Australian Bight. Aust. Fish. 48(7):10-13.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
juvenile fishes						Inoue, T., Y. Suda and M. Sano. 2005. Food habits of fishes in the surf zone of a sandy beach at Sanrimatsubara, Fukuoka Prefecture, Japan. Ichthyol. Res. 52:9-14.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
juvenile fish						Keast, A. 1985. Development of dietary specializations in a summer community of juvenile fishes. Environ. Biol. Fish. 13(3):211-224.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
juvenile gadoids						Skjæraasen, J.E. and O.A. Bergstad. 2000. Distribution and feeding ecology of <i>Raja radiata</i> in the northeastern North Sea and Skagerrak (Norwegian Deep). ICES J. Mar. Sci. 57(4):1249-1260.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
juveniles						Reilly, C.A. 1992. Interannual variation and overlap in the diets of pelagic juvenile rockfish (Genus: <i>Sebastes</i>) off central California. Fish. Bull. 90(3):505-515.	Froese, R. and D. Pauly. Editors. 2016. FishBase. World Wide Web electronic publication. www.fishbase.org, version (10/2016). Accessed at <https://github.com/globalbioticinteractions/fishbase/archive/7e67537c10ab6def64e0e7aa7953af28f6198d2a.zip> on 24 Apr 2017.
